category,text,encoded_category
business,warning over us pensions deficit taxpayers may have to bail out the us agency that protects workers  pension funds  leading economists have warned.  with the pension benefit guaranty corporation (pbgc) some £23bn (£12m) in deficit  the financial economists roundtable (fer) wants congress to act. instead of taxpayers having to pick up the bill  the fer wants congressmen to change the pbgc s funding rules. the fer says firms should not have been allowed to reduce the insurance premiums they pay into the pbgc fund. the fer blames this on a 2004 law  in a statement signed by several members  who include nobel economics laureate william sharpe. it said it was  dismayed  at the situation and wants congress to overturn the legislation.  cash-strapped us companies  including those in the airline  car-making and steel industries  had argued in favour of the 2004 rule change  claiming that funding the insurance premiums adequately would force them to have to cut jobs.  with a little firmer hand on the pensions issues in the us  i think that congress could avoid having to turn to the taxpayer and instead turn the obligations back onto the companies that deserve to pay them   said professor dennis logue  dean of price college of business at the university of oklahoma. the pbgc was founded in 1974 to protect workers  retirement rights. its most recent action came last week when it took control of the pilots  pension scheme at united airlines. with united battling bankruptcy  the carrier had wanted to use the money set aside for pensions to finance running costs. the company has an estimated $2.9bn hole in its pilots  pension scheme  which the pbgc will now guarantee.,0
sport,santini resigns as spurs manager tottenham manager jacques santini has resigned for  personal reasons .  the former france manager moved to white hart lane this summer but now wants to return to france. santini said:  my time at tottenham has been memorable and it is with deep regret that i take my leave. i wish the club and the supporters all the best.  private issues in my personal life have arisen which caused my decision. i very much hope that the wonderful fans will respect my decision.  he added:  i should like to thank (sporting director) frank arnesen and (chairman) daniel levy for their understanding.  assistant coach martin jol has been put in temporary charge and will take care of team affairs for saturday s premiership match against charlton.  arnesen said the club were sad to see santini go:  we are obviously disappointed that jacques is leaving us. we fully respect his decision.  i can assure you that the club will act swiftly to minimise the impact of jacques  departure.  our priority is to ensure that this season s performance remains unaffected by this move.  i shall make a further statement on monday  clarifying our position. we wish jacques well.,3
business,steady job growth continues in us the us created fewer jobs than expected in december  but analysts said that the dip in hiring was not enough to derail the world s biggest economy.  according to labor department figures  157 000 new jobs were added last month. that took 2004 s total to 2.2 million  the best showing in five years. job creation was one of last year s main concerns for the us economy. while worries still remain  the conditions are set for steady growth in 2005  analysts said. the unemployment rate stayed at 5.4% in december  and about 200 000 jobs will need to be created each month if that figure is to drop.   it was a respectable report   said michael moran  analyst at daiwa securities.   payroll growth in december was a little lighter than the consensus forecast  but we had upward revisions to the prior two months and an increase in manufacturing employment.   manufacturing is a cyclical area of the economy and if it s showing job growth  it s a good indication that the economy is on a solid growth track.  that means that the federal reserve is likely to continue its policy of raising interest rates. the fed lifted borrowing costs five times last year to 2.25%  citing evidence the us economic recovery was becoming more robust.  job creation was one of last year s main concerns for the us economy  and proved to be a main topic of debate in the us presidential election. while demand for workers is far from booming  the conditions are set for steady growth.  overall  compared to the previous year it looks great  it just keeps going stronger and stronger and i expect that to be the case  in 2005  said kurt karl  economist at swiss re in new york. meanwhile  economists cautioned against reading too much into data from the federal reserve showing an unexpected $8.7bn drop in consumer debt in november. a fall in consumer spending  which makes up about two-thirds of all us economic activity  could help limit the extent of any future interest rate rises. but economists said there could be a number of reasons for a fall in the borrowing  which include credit cards and personal loans  while noting that such figures can vary on a month-to-month basis.,0
tech,microsoft debuts security tools microsoft is releasing tools that clean up pcs harbouring viruses and spyware.  the virus-fighting program will be updated monthly and is a precursor to microsoft releasing dedicated anti-virus software. also being released is a software utility that will help users find and remove any spyware on their home computer. although initially free it is thought that soon microsoft will be charging users for the anti-spyware tool.  the anti-spyware tool is available now and the anti-virus utility is expected to be available later this month. microsoft s windows operating system has long been a favourite of people who write computer viruses because it is so ubiquitous and has many loopholes that can be exploited. it has proved such a tempting target that there are now thought to be more than 100 000 viruses and other malicious programs in existence. latest research suggests that new variants of viruses are being cranked out at a rate of up to 200 per week. spyware is surreptitious software that sneaks on to home computers  often without users  knowledge. in its most benign form it just bombards users with pop-up adverts or hijacks web browser settings. the most malicious forms steal confidential information or log every keystroke that users make. surveys have shown that most pcs are infested with spyware. research by technology firms earthlink and webroot revealed that 90% of windows machine have the malicious software on board and  on average  each one harbours 28 separate spyware programs. before now microsoft has left the market for pc security software to specialist firms such as symantec  mcafee  trend micro and many others. it said that its virus cleaning program would not stop machines being infected nor remove the need for other anti-virus programs. on spyware freely available programs such as ad-aware and spybot have become widely used by people keen to keep the latest variants at bay. microsoft s two security tools have emerged as a result of acquisitions the company has made over the last two years. in 2003 it bought romanian firm gecad software to get hold of its anti-virus technology. in december 2004 it bought new york-based anti-spyware firm giant company software. last year microsoft also released the sp2 upgrade for windows xp that closed many security loopholes in the software and made it easier for people to manage their anti-virus and firewall programs.,4
entertainment,lasting influence of legend charles ray charles  who has won a string of posthumous grammy awards  belonged to a pioneering generation of artists that had a huge influence on the course of rock and pop music.  his sound encompassed so many styles - blues  gospel  jazz  rock  n  roll  even country - and had a real impact on the nascent uk beat and r&b scenes.  compared in stature to elvis presley by some commentators  charles  songs cast their spell on such 1960s stalwarts as joe cocker  steve winwood  eric burdon and van morrison. his influence has extended to contemporary artists such as norah jones  with whom he recently recorded a duet. if james brown was the godfather of soul  then ray charles was indisputably one of its founding fathers. along with sam cooke  he was instrumental in bringing together the gospel fervour of the deep south baptist church with the  devil s  music of r&b to pave the way for a new generation of soul artists.  without charles  it is hard to imagine the tear-stained atlantic r&b sound of aretha franklin  otis redding or wilson pickett. he was also a talented jazz composer  arranger and band leader  playing at the newport jazz festival and carnegie hall and recording with noted jazz musicians such as milt jackson and david  fathead  newman. unfortunately  he also shared another trait common among many jazz artists of the era - that of heroin addiction  which led to him being arrested in 1965. his string of 1950s atlantic r&b successes included songs that would be covered by the first-generation rock  n  roll greats  including i ve got a woman (roy orbison  elvis presley) and hallelujah  i love her so (eddie cochran). after the exuberance of his 1959 signature song what d i say  charles turned towards a more pop-oriented style  recording hoagy carmichael s sentimental string ballad georgia on my mind  and the upbeat hit the road jack.  he also won acclaim in the country arena with his interpretations of hank williams standards such as your cheating heart and you win again. more than 40 years after its release  his 1962 abc album modern sounds in country and western music is still regarded as a classic. his version of don gibson s i can t stop loving you topped the pop and r&b charts in the us. in 1972  he made a rare foray into protest songs with his album a message from the people.  on it  he took a stand on poverty and civil rights - echoing similar recordings of the era from progeny such as stevie wonder  james brown  curtis mayfield and marvin gaye. more than 20 years later  he would embrace contemporary production with his 1993 album my world  which featured hip-hop beats - although charles claimed at the time not to know what hip-hop was. among the tributes that poured in from all sections of the music world when charles died aged 73 in june 2004 was one from his friend  the producer quincy jones  who described him as a  brother in every sense of the word .  there will never be another musician who did as much to break down the perceived walls of musical genres as much as ray charles did   he said. former manfred mann singer paul jones  who sang on 1960s hits such as come tomorrow and sha la la  said charles was one of his heroes.  i m quite sure my own writing was influenced by him   he told bbc news online.  i would put money on the proposition that ray charles will have an influence on music forever.,1
business,market unfazed by aurora setback as the aurora limped back to its dock on 20 january  a blizzard of photos and interviews seemed to add up to an unambiguous tale of woe.  the ship had another slice of bad luck to add to its history of health scares and technical trouble. and its owner  p&o cruises - now part of the huge us carnival corporation - was looking at a significant slice chopped off this year s profits and a potential pr fiasco. no-one  however  seems to have told the stock markets. the warning of a five-cent hit to 2005 earnings came just 24 hours after one of the world s biggest investment banks had upped its target for carnival s share price  from £35 to £36.20. other investors barely blinked  and by 1300 gmt carnival s shares in london were down a single penny  or 0.03%  at £32.26.  why the mismatch between the public perception and the market s response   the aurora issue had been an ongoing one for some time   says deutsche bank s simon champion.  it was clearly a source of uncertainty for the company - it was a long cruise  after all. but the stock market is very good at treating these issues as one-off events.   despite its string of bad luck  he pointed out  aurora is just one vessel in a large carnival fleet  the uk s p&o princess group having been merged into the much larger us firm in 2003. and generally speaking  carnival has a reputation for keeping its ships pretty much on schedule.  carnival has an incredibly strong track record   mr champion.  similarly  analysts expect the impact on the rest of the cruise business to be limited. the hundreds of disappointed passengers who have now had to give up the opportunity to spend the next three months on the aurora have got both a refund and a credit for another cruise. that should mitigate some of the pr risk  both for carnival and its main competitor  royal caribbean.  while not common  cancellations for technical reasons are not entirely unusual in the industry   wrote analysts from citigroup smith barney in a note to clients on friday.  moreover  such events typically have a limited impact on bookings and pricing for future cruises.  after all  the aurora incident may be big news in the uk - but for carnival customers elsewhere it s unlikely to make too much of a splash.  assuming that citigroup is right  and demand stays solid  the structure of the industry also works in carnival s favour. in the wake of p&o princess s takeover by carnival  the business is now to a great extent a duopoly. given the expense of building  outfitting and running a cruise ship   slowing supply growth  is a certainty  said david anders at merrill lynch on thursday. in other words  if you do want a cruise  your options are limited. and with carnival remaining the market leader  it looks set to keep selling the tickets - no matter what happens to the ill-fated aurora in the future.,0
entertainment,franz ferdinand s art school lesson scottish rock band franz ferdinand  who shot to prominence in 2004  have won two brit awards.  with their self-titled debut  franz ferdinand have achieved what most rock bands crave - high credibility and critical acclaim while also selling stacks of cds. they have risen to the head of the uk s art rock ranks with an album of songs that are catchy  creative and original enough to sound fresh. with a cool  spiky  fun sound previously associated with bands like talking heads  they hit upon a style that had been out of fashion for a while and so was ripe for another airing. their first uk single hit number three last january  followed by two more top 20 hits  while the album has sold more than 600 000 copies in 11 months on release. in september it was named album of the year winning the prestigious mercury music prize.  on the festivals circuit  they have been one of the main attractions for huge crowds at glastonbury  t in the park and reading/leeds. they have also found success in japan  europe and the us. by september the album had sold 500 000 in the states and total sales were pushing two million worldwide. they have been nominated for three grammy awards in the us as well as the us music industry s shortlist award  but lost the shortlist prize to us band tv on the radio. nevertheless franz ferdinand were the only uk band to win an mtv video music award this year  taking the breakthrough video crown for take me out.  the four-piece met two years ago when drummer paul thomson was working at the glasgow art school where bassist bob hardy was studying. singer alex kapranos was studying english at university but had friends at art school  and the line-up was completed when guitarist nick mccarthy moved from munich  germany  to the city. at the turn of the year  kapranos told bbc news online the band were fed up with serious bands in  that post-rock thing that seemed to be doing its damndest to avoid any bloody tune .   we want people to go away from the gigs humming the tunes that we were singing. but at the same time bringing an edge to it.  franz ferdinand had a question they asked themselves every time they wrote a song  kapranos said.  where s the fun in that   they pondered at every stage  making enjoyment the top priority and ensuring they did not disappear up their own muso posteriors. the band started out with a diy ethic that saw them take over a disused art-deco warehouse in glasgow and rename it the chateau. the venue soon became legendary - so well-known that the police spent a month trying to find it  eventually raiding it and arresting kapranos. but the charges of running an illegal bar and contravening health and safety  fire hazard and noise abatement laws were dropped.  the band took over an abandoned victorian courtroom and jail instead  and named that the chateau. the buzz about the band soon spread around the music industry and 40 record labels turned up to one gig in glasgow - which the band thought was  totally ridiculous .  i m really glad it was almost comical because we weren t overwhelmed by the seriousness of it   kapranos said. they signed with independent label domino  home of smog  sebadoh and four tet  in june 2003.,1
business,peugeot deal boosts mitsubishi struggling japanese car maker mitsubishi motors has struck a deal to supply french car maker peugeot with 30 000 sports utility vehicles (suv).  the two firms signed a memorandum of understanding  and say they expect to seal a final agreement by spring 2005. the alliance comes as a badly-needed boost for loss-making mitsubishi  after several profit warnings and poor sales. the suvs will be built in japan using peugeot s diesel engines and sold mainly in the european market. falling sales have left mitsubishi motors with underused capacity  and the production deal with peugeot gives it a chance to utilise some of it.  in january  mitsubishi motors issued its third profits warning in nine months  and cut its sales forecasts for the year to march 2005. its sales have slid 41% in the past year  catalysed by the revelation that the company had systematically been hiding records of faults and then secretly repairing vehicles. as a result  the japanese car maker has sought a series of financial bailouts. last month it said it was looking for a further 540bn yen ($5.2bn; £2.77bn) in fresh financial backing  half of it from other companies in the mitsubishi group. us-german carmaker daimlerchrylser  a 30% shareholder in mitsubishi motors  decided in april 2004 not to pump in any more money. the deal with peugeot was celebrated by mitsubishi s newly-appointed chief executive takashi nishioka  who took over after three top bosses stood down last month to shoulder responsibility for the firm s troubles. mitsubishi motors has forecast a net loss of 472bn yen in its current financial year to march 2005. last month  it signed a production agreement with japanese rival nissan motor to supply it with 36 000 small cars for sale in japan. it has been making cars for nissan since 2003.,0
business,weak dollar trims cadbury profits the world s biggest confectionery firm  cadbury schweppes  has reported a modest rise in profits after the weak dollar took a bite out of its results.  underlying pre-tax profits rose 1% to £933m ($1.78bn) in 2004  but would have been 8% higher if currency movements were stripped out. the owner of brands such as dairy milk  dr pepper and snapple generates more than 80% of its sales outside the uk. cadbury said it was confident it would hit its targets for 2005.  while the external commercial environment remains competitive  we are confident that we have the strategy  brands and people to deliver within our goal ranges in 2005   said chief executive todd stitzer.  the modest profit rise had been expected by analysts after the company said in december that the poor summer weather had hit soft drink sales in europe.  cadbury said its underlying sales were up by 4% in 2004. growth was helped by its confectionery brands - including cadbury  trident and halls - which enjoyed a  successful  year  with like-for-like sales up 6%. drinks sales were up 2% with strong growth in us carbonated soft drinks  led by dr pepper and diet drinks  offset by the weaker sales in europe. cadbury added that its fuel for growth cost-cutting programme had saved £75m in 2004  bringing total cost savings to £100m since the scheme began in mid-2003. the programme is set to close 20% of the group s factories and shed 10% of the workforce. cadbury schweppes employs more than 50 000 people worldwide  with about 7 000 in the uk.,0
tech,mobile audio enters new dimension as mobile phones move closer to being a ubiquitous  all-in-one media player  audio is becoming ever more important. but how good can that sound be from such a small device   the sound of a buzzing bee jumps from left to right before disappearing around the back of my head. the surround sound demo is unremarkable when heard on a multi-speaker home cinema system but startling when emerging from a small mobile phone. british firm sonaptic is one of a number of companies to have developed 3d audio technology that emerges from stereo speakers. firms am3d and srs both offer stereo-widening technology for mobile phones. but sonaptic s managing director david monteith says his firm is the only company to offer positional 3d audio on a mobile.   there are quite a few basic technologies out there  making the sound seem a bit bigger  headphones a bit nicer.   no-one has really tried before to make proper 3d positional audio - where an individual channel can be moved around.  sonaptic has been working with japanese mobile network ntt docomo to set standards for 3d audio on mobile phones. in the last few months handsets from nec  fujitsu and mitsubishi have been released on to the japanese marker which have chips produced by yamaha and rohm with sonaptic s technology.  the technology has been around on pcs and games consoles for some time but what we are doing is making it more efficient so it can go on a small consumer device like a mobile phone   said mr monteith.  the technology works through applying the science of psychoacoustics and grew out of medical research done by the company s research director dr alastair sibbald.  we are basically trying to fool your ears into thinking sound is coming from areas it actually isn t.  your brain uses certain bits of information which we are effectively synthesising on a mobile phone handset.  the structure of the ear works as a 3d encoder for sound - helping the brain understand from where sound is emanating. sonaptic s audio processing algorithms mimic that 3d encoding  giving the impression that sound is coming from the left  right  and behind a listener when in fact it is coming from a single source. mr montieth says:  if the sound is off to one side it will get to one ear before the other - if it is on the right it has to bend around your head to get to your left ear.   the shape of your ear causes differences in sound from one ear to the other. we are synthesising those differences.  sonaptic hopes the technology will have a big impact in the growing market of mobile gaming and music downloading.  handhelds often have limitations - screens will be small by definition.  if you want to get impact from media you are running - either a movie  a game or watching tv - if you want it to be more immersive then our technology can help.  a fishing game is the first title to use the technology  creating a 3d sound field while the gamer plays. driving games and shoot  em ups using the technology are in development. the technology can also be used for music - giving songs a much more expansive and immersive feel. sonaptic offers its technology on a chip or in software and is about to release a new version which significantly improves the efficiency of the audio processing.  it s important we only use 10 or 15% of the processor otherwise you won t be able to play a game on the handset   explained mr montieth. the company is now looking to the us and european markets  where it has been working with network vodafone.  we have focused first on japan because it has a very advanced mobile phone market.  we knew japan would be the first place to have the handsets that could use our technology.  there should be handsets out in the uk in the next six months.,4
tech,digital guru floats sub-$100 pc nicholas negroponte  chairman and founder of mit s media labs  says he is developing a laptop pc that will go on sale for less than $100 (£53).  he told the bbc world service programme go digital he hoped it would become an education tool in developing countries. he said one laptop per child could be   very important to the development of not just that child but now the whole family  village and neighbourhood . he said the child could use the laptop like a text book. he described the device as a stripped down laptop  which would run a linux-based operating system   we have to get the display down to below $20  to do this we need to rear project the image rather than using an ordinary flat panel.   the second trick is to get rid of the fat   if you can skinny it down you can gain speed and the ability to use smaller processors and slower memory.  the device will probably be exported as a kit of parts to be assembled locally to keep costs down. mr negroponte said this was a not for profit venture  though he recognised that the manufacturers of the components would be making money. in 1995 mr negroponte published the bestselling being digital  now widely seen as predicting the digital age. the concept is based on experiments in the us state of maine  where children were given laptop computers to take home and do their work on.  while the idea was popular amongst the children  it initially received some resistance from the teachers and there were problems with laptops getting broken. however  mr negroponte has adapted the idea to his own work in cambodia where he set up two schools together with his wife and gave the children laptops.  we put in 25 laptops three years ago   only one has been broken  the kids cherish these things  it s also a tv a telephone and a games machine  not just a textbook.  mr negroponte wants the laptops to become more common than mobile phones but conceded this was ambitious.  nokia make 200 million cell phones a year  so for us to claim we re going to make 200 million laptops is a big number  but we re not talking about doing it in three or five years  we re talking about months.  he plans to be distributing them by the end of 2006 and is already in discussion with the chinese education ministry who are expected to make a large order.  in china they spend $17 per child per year on textbooks. that s for five or six years  so if we can distribute and sell laptops in quantities of one million or more to ministries of education that s cheaper and the marketing overheads go away.,4
politics,uk heading wrong way - howard tony blair has had the chance to tackle the problems facing britain and has failed  michael howard has said.   britain is heading in the wrong direction   the conservative leader said in his new year message. mr blair s government was a  bossy  interfering government that takes decisions that should be made by individuals   he added. but labour s campaign spokesman fraser kemp responded:  britain is working  don t let the tories wreck it again . mr howard also paid tribute to the nation s character for its generous response to the asian quake disaster. the catastrophe was overshadowing the hopes for the future at this usually positive time of the year  mr howard said.   we watched the scenes of destruction with a sense of disbelief. the scale  the speed  the ferocity of what happened on boxing day is difficult to grasp.  yet britain s response has shone a light on our nation s character. the last week has shown that the warm  caring heart of britain beats as strong as ever.  he went on to reflect on the values that  most britons hold dear . looking ahead to the coming general election  he pledged to  turn these beliefs into reality  and set out the choices he says are facing britain.  how much tax do people want to pay  who will give taxpayers value for money  the clean hospitals and good  disciplined schools they want   who can be trusted to get a grip on the disorder on our streets and the chaos in our immigration system    mr blair has failed to tackle these problems  he claimed  saying he has the  wrong solution  to them.   the result is big government and higher taxes eroding incentives  undermining enterprise and denying people choice.  worst of all  it is a government that has wasted people s money and failed to tackle the problems families face today.  the tories  he said  can cut crime and improve public services without asking people to pay more taxes.  we can have progress without losing what makes britain great - its tolerance  the respect for the rule of law  the ability of everyone to fulfil their potential.  we simply need to change direction. the election will give britain the chance to change.  this is the record mr blair will have to defend in the coming months  he said  urging voters to hold him to account.  but labour spokesman mr kemp said:  it would be more appropriate for this message to come out on 1 april  not 1 january.   let us never forget that when michael howard was in government britain suffered mass unemployment  15% interest rates  record home repossessions  and the introduction of the poll tax.  with labour britain is working. rather than alluding to false promises michael howard should be starting 2005 with an apology to the british people for the misery that the government  of which he was a member  inflicted upon the country.,2
politics,debate needed  on donations cap a cap on donations to political parties should not be introduced yet  the elections watchdog has said.  fears that big donors can buy political favours have sparked calls for a limit. in a new report  the electoral commission says it is worth debating a £10 000 cap for the future but now is not the right time to introduce it. it also says there should be more state funding for political parties and candidates should be able to spend more on election campaigning.  there were almost £68m in reported donations to political parties in 2001  2002 and 2003  with nearly £12m of them from individual gifts worth more than £1m. the rules have already been changed so the public can see who gives how much to the parties but the report says there are still public suspicions. the commission says capping donations would mean taxpayers giving parties more cash - something which would first have to be acceptable to the public and shown to work.  while we are not in principle opposed to the introduction of a donation cap  we do not believe that such a major departure from the existing system now would be sensible   says its report. if there was to be a cap  it should be £10 000 - a small enough amount to make a difference but which would have banned £56m in donations between 2001 and 2003.  even without changes the commission does urge political parties to seek out more small-scale donations and suggests there should be income tax relief for gifts under £200. it also suggests increasing state funding for parties to £3m so help can be extended to all parties with at least two members in the house of commons  european parliament  scottish parliament  welsh assembly or northern ireland assembly. and it suggests new ways of boosting election campaigning  seen as a way of improving voter turnout. all local election candidates should be entitled to a free mailshot for campaign leaflets  says the watchdog. and there should be a shift in the amount of money allowed to be spent at elections from a national level to a local level to help politicians engage better with voters.  the report suggests doubling the money which can be spent by candidates  while cutting national spending limits from £20m to £15m. the commission also says the spending limits for general elections should cover the four months before the poll - as happens with other elections. electoral commission chairman sam younger said:  there is no doubt that political parties have a vital role to play in maintaining the health of our democracy and for this they need to be adequately resourced.  our research has shown that people want to be more informed about party politics and that they want politicians to be more visible and accessible.  the public are reluctant for the state to fund parties but at the same time are unhappy with large private donations.  he called for a wider public debate on party funding to find the consensus needed for radical changes to the current system.,2
business,hariri killing hits beirut shares shares in solidere  the lebanese company founded by assassinated former prime minister rafik hariri  fell 15% in renewed trading in beirut.  the real estate firm  which dominates lebanon s stock exchange  ended the day down at $8.08. traders said there was some panic selling during friday s session  the first since a three-day market closure to mourn the death of mr hariri. beirut s benchmark blom stock index closed down 7.9% at 642.80.  solidere  in which mr hariri was a major shareholder  was the major drag on the index. the company owns much of the property in central beirut  which it restored and redeveloped following the end of lebanon s bitter 15-year civil war.  solidere should be above $10 but because of this disaster it is falling   said one trader.  if solidere drops much lower i would consider it a buying opportunity. this is a very big company held by many lebanese.  critics had accused mr hariri of using lebanon s post-war reconstruction drive for his personal financial gain. but his assassination on monday sent shudders through lebanon s business community  which saw the billionaire tycoon as the country s best hope for economic revival. solidere posted profits of $12.5m in the first half of 2004  and its shares had been gaining in recent months.,0
tech,lasers help bridge network gaps an indian telecommunications firm has turned to lasers to help it overcome the problems of setting up voice and data networks in the country.  tata teleservices is using the lasers to make the link between customers  offices and its own core network. the laser bridges work across distances up to 4km and can be set up much faster than cable connections. in 12 months the lasers have helped the firm set up networks in more than 700 locations.   in this particular geography getting permission to dig the ground and lay the pipes is a bit of a task   said mr r. sridharan  vice president of networks at tata.  heavy traffic and the layout under the ground mean that digging is uniquely difficult   he said. in some locations  he said  permission to dig up roads and lay cables was impossible to get. he said it was far easier to secure permission for putting networking hardware on roofs. this has led chennai-based tata to turn to equipment that uses lasers to make the final mile leap between tata s core network and the premises of customers. the lightpointe laser bridges work over distances of up to 4km and are being used to route both voice and data from businesses on to the backbone of the network. the hardware works in pairs and beam data through the air in the form of laser pulses.  the laser bridges can route data at speeds up to 1.25gbps (2 000 times faster than a 512kbps broadband connection) but tata is running its hardware at more modest speeds of 1-2mbps. the lasers are also ideal for india because of its climate.  it s particularly suitable as the rain rate is a little low and it s hardly ever foggy   he said. in places where rain is heavy and fog is common laser links can struggle to maintain good connection speeds. the laser links also take far less time to set up and get working  said mr sridharan.  once we get the other permissions  normal time period for set up is a few hours   he said. by contrast  he said  digging up roads and laying cables can take weeks or months. this speed of set up has helped tata with its aggressive expansion plans. just over 12 months ago the firm had customers in only about 70 towns and cities. but by the end of march the firm hopes to reach more than 1 000.  speed is very important because of the pace of competition   said mr sridharan.,4
politics,talks aim to avert pension strike talks aimed at averting a series of national strikes over pensions reforms will take place this weekend.  five public sector unions will hold private talks with deputy prime minister john prescott at labour s spring conference in gateshead. they want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. up to 1.4m workers could take part in a strike already earmarked for 23 march. however  all sides are anxious to avoid a major confrontation in the run up to the general election  said bbc labour affairs correspondent stephen cape. in four days  britain s biggest union unison will start balloting 800 000 local government workers on strikes. other public sector unions have pledged to follow. it is just weeks before new regulations are introduced to raise the pension age of local government workers.  the five unions meeting mr prescott want the government to withdraw these regulations. this would allow months of tough negotiations to follow  said our correspondent. but a spokesman for mr prescott warned that the changes to the local government pension scheme would have to go ahead in april. privately ministers believe this will be the  less painful  option  our correspondent added. the public and commercial services union (pcs) will co-ordinate any industrial action with up to six other public sector unions. pcs leader mark serwotka warned last week that there could be further walkouts unless there was a government rethink.  for a government that lectures everyone on choice - choice on public service  choice on this and choice on that - isn t it ironic that they re saying to public sector workers there is no choice   he said.  if you want the pension you were promised when you started you must work for an extra five years - that is working until people drop.  in the 20th century  it s completely unacceptable.   unison s 800 000 workers  the transport and general workers  union s 70 000 and amicus  20 000 are among those being balloted about a 23 march walkout. mr prescott held a private meeting with senior union figures last week. it is understood no deal was offered in that meeting but there was room for further negotiations.,2
business,court rejects $280bn tobacco case a us government claim accusing the country s biggest tobacco companies of covering up the effects of smoking has been thrown out by an appeal court.  the demand for $280bn (£155bn) - filed by the clinton administration in 1999 - was rejected in a 2-1 decision. the court in washington found that the case could not be brought under federal anti-racketeering laws. among the accused were altria group  rj reynolds tobacco  lorillard tobacco  liggett group and brown and williamson. in its case  the government claimed tobacco firms manipulated nicotine levels to increase addiction  targeted teenagers with multi-billion dollar advertising campaigns  lied about the dangers of smoking and ignored research to the contrary.  prosecutors wanted the cigarette firms to surrender $280bn in profits accumulated over the past 50 years and impose tougher rules on marketing their products. but the court of appeals for the district of columbia ruled that the us government could not sue the firms under legislation drawn up to counteract mafia infiltration of business. the tobacco companies deny that they illegally conspired to promote smoking and defraud the public. they also say they have already met many of the government s demands in a landmark $206bn settlement reached with 46 states in 1998. shares of tobacco companies closed higher after the ruling  with altria rising 5% and reynolds showing gains of 4.5%.,0
politics,mps tout lords replacement plan a group of mps has tried to raise the pressure on tony blair over reform to the house of lords by publishing a detailed blueprint for change.  the cross-party group has unveiled a draft bill proposing a smaller second chamber in which 70% of members would be elected. mps and peers have failed to agree on reform since 1999 when 600 hereditaries lost their seats. the group says it can win support for removing the last 92 hereditaries. the government postponed plans to remove the remaining hereditary peers because they said they were unlikely to succeed after opposition in the lords. tony blair has argued. there needs to be consensus on reforms. there have been suggestions there will be proposals for changing at least the powers of the lords in labour s manifesto.  but the all-party group  including tories ken clarke and sir george young  labour s robin cook and tony wright and liberal democrat paul tyler  is confident its plan would win support from a  large majority . and they list former conservative leader william hague and former labour leader neil kinnock as supporters of the plans. the group says the british public and a clear majority of mps support replacing the lords with a largely-elected second chamber. their plan would see the house of lords being renamed the second chamber of parliament  and its members would be known as mscps.  there would be 385 mscps  including 270 elected members  87 appointed members and 16 bishops. they would serve for between 12 and 14 years. mr cook said holding elections for mscps on the same day as those for mps might help motivate the electorate and increase voter turnout. he added:  over the last year i have seen many statements from senior figures of this government insisting the public must have the right of choice.  what could be more important than a choice of the people who sit in our parliament    the group believes pressure is growing for change and the government s current position is unsustainable. it wants all three main parties to include a commitment to a  largely democratic  second chamber in their manifestos. mr clarke said the issue  went to the heart of reforming the health of the british political system . and mr tyler said the prime minister s view that there was no agreement on the shape of the future of the lords was flawed.  the problem  i think  in the prime minister s mind is there doesn t appear to be a consensus that includes him   he said.  we are providing a consensus . the elect the lords campaign said the draft bill was an important contribution to the debate.  we believe this draft bill is detailed enough to form the basis of closer parliamentary scrutiny   said co-ordinator peter facey.  in lieu of any other such clear proposals  the government must permit that to happen.,2
entertainment,sky takes over oscar night mantle sky has signed a major new deal to broadcast this year s academy awards  taking over from three years of live oscar coverage on the bbc.  sky said it was  honoured to have won exclusive broadcasting rights  and promised to cover the event  in a way no other broadcaster could . the bbc denied it had lost a bidding war  saying it had  decided to pass the mantle to another broadcaster . the ceremony  hosted by newcomer chris rock  takes place on 27 february 2005.  sky s coverage will launch with the nominations on 25 january and will include themed programming across sky channels including sky news  sky travel and the biography channel. there will also be a month-long season of oscar-winning films on sky movies in the run up to the event and live uninterrupted coverage on the night.  we are honoured to have won the live and exclusive broadcasting rights for the academy awards   said sky networks  sophie turner laing.  sky is the natural place to see the biggest and most prestigious film event of the year  and will cover the event in a way that no other broadcaster could.   sky first scooped oscar rights from the bbc in 1999  but the bbc won them back in 2001 when sky was forced to pull out of a bidding war due to financial constraints.  bbc viewers will of course be able to watch quality coverage of the 2005 academy awards on the bbc s bulletins and news programmes   a spokesman said. among the films tipped to do well at this year s academy awards are martin scorsese s the aviator  jean-pierre jeunet s a very long engagement and the ray charles biopic  ray.,1
